geneSymbol,C3N.01799,C3N.01799.N,C3L.01890,C3L.01890.N,C3N.00572,C3N.00572.N,C3N.02423,C3N.02423.N,C3N.02729,C3N.02729.N,C3L.00263,C3L.00263.N,C3N.01410,C3N.01410.N,C3N.00578,C3N.00578.N,C3N.02587,C3N.02587.N,C3L.00893,C3L.00893.N,C3N.01488,C3N.01488.N,C3N.01413,C3N.01413.N,C3N.01030,C3N.01030.N,C3N.02588,C3N.02588.N,C3N.00552,C3N.00552.N,C3L.01889,C3L.01889.N,C3N.00169,C3N.00169.N,C3L.00422,C3L.00422.N,C3L.00083,C3L.00083.N,C3N.00551,C3N.00551.N,C3N.02089,C3N.02089.N,C3L.01682,C3L.01682.N,C3N.01016,C3N.01016.N,C3N.00580,C3N.00580.N,C3N.02000,C3N.02000.N,C3N.01489,C3N.01489.N,C3N.00737,C3N.00737.N,C3N.01405,C3N.01405.N,C3N.01416,C3N.01416.N,C3N.02149,C3N.02149.N,C3N.02424,C3N.02424.N,C3L.00279,C3L.00279.N,C3N.02379,C3L.00095,C3L.00095.N,C3N.02572,C3N.02572.N,C3N.00559,C3N.00559.N,C3L.02345,C3L.02345.N,C3L.00093,C3L.00093.N,C3L.00510,C3L.00510.N,C3L.00913,C3L.00913.N,C3L.00412,C3L.00412.N,C3N.01415,C3N.01415.N,C3N.00549,C3N.00549.N,C3N.02433,C3N.02433.N,C3N.01021,C3N.01021.N,C3N.00203,C3N.00203.N,C3L.01330,C3L.01330.N,C3N.00574,C3N.00574.N,C3N.01071,C3N.01071.N,C3N.00550,C3N.00550.N,C3N.00167,C3N.00167.N,C3L.00001,C3L.00001.N,C3L.01632,C3L.01632.N,C3N.02155,C3N.02155.N,C3N.00217,C3N.00217.N,C3N.02002,C3N.02002.N,C3N.02145,C3N.02145.N,C3N.02586,C3N.02586.N,C3L.02219,C3L.02219.N,C3N.00180,C3N.00180.N,C3N.00704,C3N.00704.N,C3N.02158,C3N.02158.N,C3N.02421,C3N.02421.N,C3N.00556,C3N.00556.N,C3N.01072,C3N.01072.N,C3L.00094,C3L.00094.N,C3L.00144,C3L.00144.N,C3N.00223,C3N.00223.N,C3N.02380,C3L.01924,C3L.01924.N,C3N.00433,C3N.00433.N,C3L.01683,C3L.01683.N,C3N.00293,C3N.00293.N,C3N.02380.N,C3L.00009,C3L.00009.N,C3N.00546,C3N.00546.N,C3N.01414,C3N.01414.N,C3N.02087,C3N.02087.N,C3L.00140,C3L.00140.N,C3N.02529,C3N.02529.N,C3L.00368,C3L.00368.N,C3N.02067,C3N.02067.N,C3L.00080,C3L.00080.N,C3N.00547,C3N.00547.N,C3N.01023,C3N.01023.N,C3N.01024,C3N.01024.N,C3L.00973,C3L.00973.N,C3L.02348,C3L.02348.N,C3L.02508,C3L.02508.N,C3N.00560,C3N.00560.N,C3L.00604,C3L.00604.N,C3N.00199,C3N.00199.N,C3N.00579,C3N.00579.N,C3N.02582,C3N.02582.N,C3L.02350,C3L.02350.N,C3N.00738,C3N.00738.N,C3N.00959,C3N.00959.N,C3N.02003,C3N.02003.N,C3N.02379.N,C3N.00175,C3N.00175.N,C3N.01823,C3N.01823.N,C3L.02549,C3L.02549.N,C3L.02365,C3L.02365.N
AMT,-2.8393,1.8532,-0.4847,2.374,0.1012,0.9664,-0.1452,1.8665,-3.3988,0.6609999999999999,5.0944,2.224,-4.1148,0.8775,1.0995,1.3297,1.2854,0.5847,-4.085,-0.7602,-4.9635,-0.0372,-1.3461,1.6021,-3.5173,-0.0068,-2.8912,0.7504,1.2389,0.1694,-3.946,-2.7066,-0.654,1.2321,3.9298,0.685,-0.3003,0.4248,-1.0408,3.1824,2.7113,1.5422,-2.0973,0.5062,1.0921,1.9127,4.1356,1.6986,0.9569,0.4188,-0.777,0.8174,-0.773,-0.2594,1.1691,1.2524,-1.7391,0.9546,-1.2912,1.7352,-1.1853,1.0395,3.4028,0.7507,-2.2703,-2.2954,-0.338,-3.7256,-0.7504,-2.3531,0.8246,,,,,,,,,-1.0259,-0.1965,-1.5959,0.0619,0.3666,1.5929,0.4844,1.1878,-0.951,0.0465,-2.193,-0.046,-1.9776,0.3865,-1.9991,0.2224,-1.5666,0.1372,2.6136,0.4108,5.5968,0.6518,-3.5288,-0.3706,-3.382,-0.7915,-1.3236,1.9252,1.8589,2.7555,-4.4077,1.0569,-2.6924,2.4129,-4.0958,0.6464,-3.7133,0.4934,-2.7114,2.3845,-1.6287,2.0746,-2.8081,0.3975,3.3043,2.0608,-4.1579,0.4246,0.3402,0.8244,-1.0738,-0.6816,-2.5648,0.4392,-2.7396,0.266,-2.1261,-3.936,1.0881,0.3802,2.9987,-1.0377,0.4953,-1.9091,1.9872,1.1216,-2.8979,1.7567,-3.3395,0.3126,1.8707,0.3921,-3.1017,-0.6536,-1.7878,2.5242,-1.7422,1.7546,-2.9863,0.2547,-1.7797,0.5613,-2.1862,-1.1464,-1.107,2.4635,0.1814,1.4652,-5.0648,-1.4912,-0.1775,0.3633,-1.3796,0.5275,2.5621,0.483,1.6361,1.1744,-1.2264,-0.936,-0.9908,-2.05,-1.143,0.6433,-3.4355,-0.8393,-1.9935,0.0732,3.8819,0.6548,4.3798,-0.3686,-2.8199,1.4287,-0.4301,-1.2605,1.4437,-0.4394,0.4707,-0.1565,0.7169,1.6046,2.431
AMY1B,-6.1633,-3.3686,-3.1389,-2.5949,-3.5862,-4.2361,-5.6567,-3.4825,-3.5767,-3.2266,-2.6748,-2.54,-2.9402,-1.4959,6.2789,-2.748,9.8766,-1.9036,-3.1016,-1.5597,-2.4756,-1.1943,1.3128,-1.2026,2.513,-2.3123,-2.1275,-3.4762,-1.1551,-2.5675,1.3376,-4.4359,0.096,-2.7525,6.5354,-2.9239,-3.8101,0.1535,-1.7338,-1.1837,-4.2453,-3.3792,-4.8815,-3.6491,-5.9634,-6.2065,-5.1087,-5.7593,1.5013,-2.0728,-2.8576,-0.5602,-2.7310000000000003,-0.6666,-1.7351,-0.435,-4.181,-5.0263,-4.4457,-4.3225,-6.4843,-3.1113,-2.9057,-2.8592,-5.4459,-1.9632,-0.7902,3.169,-2.6822,1.3021,-2.4851,-5.7002,-2.3981,-0.7258,-2.8573,-0.9301,-2.4074,-3.9471,-2.4363,-1.3048,0.6259,8.7821,1.7613,-0.8406,0.7379,-0.7967,1.8177,-4.3432,-3.168,-5.4202,-2.3657,-3.1461,-2.905,-3.9736,-1.2337,-3.7471,-1.4848,1.1576,-1.4486,0.4991,-2.3207,6.0649,-2.3873,-3.0681,-4.9755,-4.0977,-5.5746,-4.4725,-3.4999,-4.1806,-5.0216,5.29,-2.3275,1.5636,-5.0227,-1.59,-2.7621,-2.2947,-2.8796,7.8003,1.2892,-3.2977,-0.4168,-2.51,-1.0364,-3.0546,-0.8702,-7.5766,-7.3844,-5.9299,-5.3907,-5.4514,-6.2097,-5.0344,-3.8917,-2.461,-1.6439,-3.4238,-6.1544,-4.0043,-6.8625,-3.3737,-5.2043,-1.3019,-5.9525,-5.029,-5.9199,-2.5357,-2.8908,-4.5148,-1.0953,-1.1042,-3.149,5.5532,-2.7695,-2.2879,-0.7714,-2.8194,-2.6069,1.6833,-2.7704,-3.6132,-5.5467,-4.4624,-3.6438,-4.4937,-3.0460000000000003,-3.4368,-3.4242,-4.0524,-1.8909,-5.5693,-3.7783,0.7294,-0.4713,-3.2225,-3.2016,-1.2395,-1.927,-1.2861,-1.4831,-4.1891,-3.9285,0.5861,-2.6577,-3.9924,-6.0487,-7.8973,-6.2076,-7.3384,-5.6135,-5.9949,-7.1645,-3.9542,1.5938,-3.0057,-5.2376,-5.2453,-3.5947,-4.5680000000000005,0.921,-0.9884
AMZ2,-2.1841,-1.1288,0.3793,1.3287,0.5329,0.475,0.7919,0.3501,2.4535,-0.6448,-0.1723,-0.4875,-0.0757,0.0208,-0.6936,-0.244,0.9856,-0.2703,-0.2488,-0.9704,-0.1707,-0.5354,-0.5137,-0.5758,-0.0487,-0.1587,1.5736,0.3696,-0.6708,-0.1868,1.9337,1.7581,0.2727,0.7521,-0.7996,-1.0,-0.5318,0.4868,0.3601,-0.2827,0.3242,-0.5084,1.1863,-0.2076,-1.1265,-1.2848,1.057,-0.2613,0.2474,0.1932,-0.305,1.1925,-1.5049,0.5905,0.2817,0.6269,,,,,,,,,-1.7349,0.8195,-0.314,-0.7784,-0.513,0.5601,1.0168,-0.3468,1.0803,-1.3353,1.0332,1.4855,0.4233,1.1561,0.7965,,,,,,,,,0.6418,0.4877,-0.1986,0.8736,1.467,-0.128,1.2939,-0.194,0.2179,2.7738,0.9697,1.4857,0.156,0.6934,0.1036,0.3161,-0.4966,-0.6768,0.0282,-0.7083,0.4378,0.4656,-0.1344,-0.4902,2.1772,-0.8588,1.39,-0.3711,1.2412,1.3296,1.0173,-0.0331,0.6658,0.8111,0.6019,0.4601,0.9129,-0.1284,-0.2187,0.9309,-0.8739,-1.2736,0.1357,-0.5421,0.0368,-0.8603,0.0134,-0.051,-0.4301,0.051,0.5843,-0.6287,0.2163,-0.3701,0.0061,-0.1696,-0.4594,-0.6388,1.7233,0.8613,0.1646,-0.0664,-0.4918,0.4473,0.234,0.0667,-0.0428,-0.2531,-0.6211,-1.1444,-0.061,0.5866,-0.2965,-0.3223,0.2838,-0.8734,-0.4577,-1.0959,0.3721,-0.7725,0.1024,0.1002,0.1514,0.7957,1.4334,0.3873,3.5755,0.1254,-0.5076,1.1,-0.27,-1.8206,-0.5063,-0.3231,-1.1134,-1.0885,-0.2284,-0.8209,-0.9448,0.1572,0.883,-1.4388,-1.1216,-0.9804,1.0295,0.1667,-1.3853,1.8176,0.9194,1.0358,-0.2675,-0.6815,-0.4107,-0.3625,-0.0473
ANAPC10,0.5870000000000001,0.8414,-0.7171,0.231,0.5374,0.2422,0.4187,0.2162,-0.0521,-0.5928,0.3419,-0.316,0.1647,-0.6142,-0.0216,-0.1776,-0.056,0.1739,-0.4565,-0.7189,-0.3854,0.5626,0.532,-0.0561,0.6328,0.1248,0.435,-0.2169,-0.624,-0.4156,-0.1869,-0.3995,1.6795,0.6666,0.0895,-0.054000000000000006,0.5348,-0.9141,0.8619,-0.6206,0.6118,0.063,-0.0563,-0.0611,0.4212,0.1809,-0.0225,0.2085,0.2506,-0.6817,0.7353,-0.3603,0.6906,-0.0784,0.1093,-0.0376,-0.0028,-0.1315,-0.4562,0.057,0.2712,0.1074,0.4028,-0.0858,-0.0399,1.4313,-0.1433,0.2367,0.1959,0.8161,0.0229,-0.5415,0.5994,-0.1625,-1.1895,-0.7738,0.0804,0.7809999999999999,0.936,0.1895,-0.1491,0.6869,0.094,1.0076,-0.3046,0.2336,-0.6346,0.4503,-0.2487,0.0015,0.0786,0.0417,0.5085,0.1605,-0.5168,0.0227,-1.8918,-1.5604,-0.9945,-0.8254,-0.3517,-0.414,-0.3114,0.4089,0.3257,0.6348,-0.9052,-0.4149,-0.2271,-0.0016,-0.2438,0.3974,0.1721,0.5385,0.0767,0.3411,0.0956,0.095,-0.0293,-0.7109,-0.0654,0.5818,0.529,-0.14300000000000002,-0.4945,0.6847,0.5571,0.0891,0.0698,-0.0771,-0.5195,0.713,-0.3088,-0.6489,-0.1051,-0.4879,-0.01,-0.2815,0.234,-0.1415,-0.3889,0.4538,-0.4834,0.6426,-0.2411,-0.302,-0.3087,0.6051,-0.4628,0.0314,0.026,0.6186,-0.3265,-0.2322,0.4189,-0.0001,0.1879,-0.3522,-0.1306,-0.14300000000000002,-0.1896,-0.1606,0.6372,0.123,-0.2479,0.5627,-0.3671,0.1364,-0.1062,0.4249,-0.0959,0.1729,0.0989,0.4964,-0.7603,1.7279,-0.4828,-1.0822,-0.2642,-0.7156,-1.3815,-1.6364,-0.7152,0.2012,-0.3691,-0.2215,-0.4027,0.1385,-0.0814,-0.1389,-1.3587,0.4179,-1.2253,-0.4022,0.1926,-0.4636,0.2563,0.2661,0.0594,-0.562,-0.322,-0.9022
ANAPC11,-1.5545,0.0127,-1.1786,0.7607,-0.5968,0.8667,-0.3755,0.893,-0.7966,3.024,-0.5681,1.8388,-0.1627,2.6493,0.8372,3.1378,-1.258,0.4077,-0.7032,0.8628,2.1306,0.5298,0.6077,1.3839,-0.3144,-0.8136,0.1413,0.1538,0.7271,0.1665,0.2088,2.9702,1.0328,1.4999,-1.1724,-0.3311,0.758,1.3892,0.0225,-0.4291,-0.2103,1.714,0.1718,2.1104,0.1707,1.0018,-0.0353,1.2582,-0.3618,-0.5518,-0.8562,0.4207,-0.6736,1.8186,0.2178,1.9397,-1.8739,0.455,-1.6969,0.7641,-1.6199,-1.7051,-1.9216,2.394,-1.2666,-1.0054,-1.2305,-0.5492,-1.7075,-1.2085,-1.0505,-0.9247,0.2787,0.6844,2.2605,-0.1938,0.8301,0.7652,2.3167,0.3158,-2.4164,1.5117,-1.2872,2.2879,,3.718,0.7367,-1.8966,-1.0349,-0.9753,1.2028,-0.9439,-1.7869,0.2839,0.3308,2.4987,6.6993,-1.504,4.3273,0.5753,6.1055,2.2369,0.0911,0.0165,0.5381,0.1358,2.2556,-0.1531,2.3528,-0.3895,1.565,1.2742,0.2875,0.9559,1.2632,1.0681,0.9358,-0.2724,0.6159,-0.2093,-2.395,0.9584,-1.5787,2.0981,-0.0172,2.0494,-1.1421,-0.7404,-0.4803,0.2365,0.1705,-0.136,-0.2596,0.2752,0.4065,-0.2078,2.4009,0.6403,1.5281,-0.0894,1.5877,-0.5513,2.8207,0.1599,0.236,,,,,,,,,-0.7362,0.3188,0.3252,0.9588,0.1877,-0.127,-0.5611,0.9454,-0.3338,0.6514,-0.0572,0.2237,-0.5195,0.2887,0.295,-0.4778,-0.2329,2.5316,-0.8521,-0.5019,1.019,2.0298,-0.0324,0.375,0.4341,1.1454,-0.9106,1.0467,-0.2416,1.1835,-0.2952,1.8791,,,,,,,,,,-0.3166,2.1606,-0.7483,-1.3713,-0.0312,-0.6808,0.1671,-0.4672
ANAPC13,-0.4326,1.8565,0.5285,1.7782,-0.3167,1.2805,0.2162,1.5734,-1.0558,1.3473,0.2453,1.3181,-0.8611,0.3674,-0.3199,1.2003,-0.8289,0.9588,-0.5149,0.6767,-1.2827,0.3791,-0.6238,0.4556,-2.5787,1.7788,-1.0672,1.1953,-0.2057,1.7884,-1.6099,-0.1288,-1.6208,-0.8886,0.7852,1.5068,-1.5777,1.0825,-0.4225,-0.4254,-0.6472,2.2573,-1.2715,1.7347,-0.4973,0.7507,-0.4172,1.4931,-0.5951,1.2869,0.9798,1.0818,0.6188,0.8749,-0.7754,1.1709,-1.2317,0.0242,-0.2122,0.5491,1.1347,-0.279,-0.8273,1.3469,-0.5465,-2.0332,-0.8292,-0.701,-0.4811,-0.5873,0.2416,-1.6732,0.495,-2.2175,0.8583,-0.4687,0.2053,-0.9747,2.2525,-0.6681,0.6462,0.4647,0.7276,-0.4626,1.2238,0.8162,1.237,,,,,,,,,0.1956,0.4857,-0.3141,0.3305,0.2291,-0.4693,1.5458,-1.077,0.8707,1.222,0.6679,0.5534,-0.5694,1.8341,1.3925,1.8911,-0.6894,4.2597,-2.1927,2.3632,-1.5861,3.3510000000000004,-1.4395,1.7013,0.3883,0.6138,0.4462,-0.9554,-0.1605,-0.4191,0.5653,0.7304,-1.2775,1.8082,-1.2799,0.7926,-0.6242,0.8170000000000001,-1.5036,0.7056,-1.3984,-2.6294,0.0282,-0.397,0.6644,-0.3851,1.2098,-0.6896,3.4964,1.0457,-0.3776,-0.0063,0.7567,0.1126,-0.431,0.3049,0.5604,0.2982,-0.0166,0.7727,0.2741,1.7582,0.0731,1.8996,-0.4697,2.4436,-0.8803,-0.1158,-0.9812,0.9842,-0.411,0.408,-0.3789,0.5243,-2.0824,2.5404,-1.5733,0.5876,1.5592,3.8365,-0.4566,1.5628,-0.9807,1.5161,-1.2689,1.2498,0.8275,0.9451,-1.4501,0.2664,-1.467,0.3283,-0.6601,0.4393,-0.1507,1.9736,0.1779,0.8245,0.4633,-0.0377,1.0327,-0.8696,-1.3786,-1.2279,0.1189,-0.6841,-0.231
ANAPC16,-0.2792,0.0793,0.1572,-0.4624,0.2849,0.5563,-0.0658,-0.1023,0.0496,1.1469,-0.0975,2.3504,0.1716,2.0809,-0.2445,0.8366,-0.2918,1.0823,0.079,0.4320000000000001,-0.1848,-0.165,1.0273,1.0547,0.8061,0.3341,0.5218,0.7336,0.262,0.3577,-0.5394,0.4126,-0.3507,0.235,0.8489,1.1055,1.1963,2.0882,-0.6316,0.5094,0.433,1.4055,-0.2412,2.3358,-0.0828,0.8931,-0.4002,0.5315,-0.0799,1.075,0.2358,0.2578,0.4366,0.374,-0.4972,0.8875,-0.1614,1.1465,-0.4709,0.826,1.3016,1.6569,0.1604,2.7737,0.4049,-0.0964,3.8131,-0.4808,1.2983,-0.1991,1.2189,0.1262,-0.6011,-0.6337,1.2215,0.1693,-0.373,-0.2907,0.7742,-1.8783,-0.8462,-1.3793,0.9758,0.1105,-0.1632,-1.9273,1.2837,0.0292,0.2953,0.2253,1.5084,-0.7866,0.4327,-0.5832,1.3113,0.1398,1.198,-0.3767,1.0842,-0.2092,0.4788,0.1636,-0.264,0.1584,0.6145,0.5975,0.2363,-0.7081,0.7182,0.0123,0.4198,0.0921,0.4467,0.5486,0.2692,-0.0936,0.9074,-0.4501,0.6121,-0.2814,0.7390000000000001,-1.1006,0.3944,-0.685,0.6468,-0.1412,0.4552,-0.6228,0.4083,0.0842,0.6681,0.2612,-0.1123,-0.9145,0.3417,-0.8198,-1.1239,-0.6584,-0.1759,0.0217,-1.2178,-0.0295,-0.8824,0.9383,-0.3424,-0.7705,-0.245,-0.5219,0.4529,-0.1543,0.2904,-0.1927,0.8201,-0.2089,0.09,-0.5082,0.4294,-0.9641,0.2155,-0.7996,0.1562,-0.244,0.0772,-1.7335,0.1666,-1.7866,0.1298,-0.0448,0.8659,0.4086,0.9379,-0.1072,0.7077,0.3233,1.8157,1.1486,0.6339,-0.2995,-0.5799,-0.7959,0.8042,-1.5936,0.5519,0.3284,0.2848,0.0653,0.8509,0.2466,0.9421,0.5143,1.8872,0.3408,0.7709,1.1342,0.0921,0.7182,0.597,1.505,0.1234,0.753,-0.2842,-1.1121
ANAPC2,1.1399,0.0926,-0.4569,-0.1488,0.0369,-0.5522,0.6252,0.0932,1.1677,0.3605,-0.5214,1.1044,-0.0826,1.1714,-0.3003,0.2911,-0.5417,0.2039,-0.0054,1.3211,-1.529,0.4938,-0.0872,-0.4369,-0.6957,-0.3342,0.0434,-0.2776,0.9665,-0.2563,-0.0499,-0.8722,0.036000000000000004,0.142,-0.9405,-0.5668,0.3942,-1.2503,0.2077,-0.2339,0.5307,-0.256,-0.2608,-0.1851,-0.6494,0.507,0.0756,-0.3971,-0.1188,-0.5245,-0.3946,-0.1389,0.5084,-0.0558,0.3763,0.1285,0.0249,-0.2473,0.2053,-0.598,0.4612,-0.9961,0.0246,0.3681,0.4779,-0.7851,0.9289,0.2188,1.9363,-0.8749,0.9042,-0.5864,-0.7242,0.9891,-0.5506,0.2222,-0.1056,0.2388,-0.2076,-0.3472,0.0134,0.6286,0.6167,0.4118,0.5964,0.3339,0.9519,0.3853,0.3252,-0.5493,1.897,-0.7192,0.6767,0.482,1.1388,-0.2952,1.0593,0.8977,1.9058,-0.0663,0.5169,-0.698,0.3043,0.0588,0.4276,0.1152,0.3198,-0.5515,0.7966,1.0536,0.4881,0.1939,-0.1543,0.5118,-0.2965,-0.0782,0.1078,-0.2783,0.2364,-0.3534,-0.331,-0.4126,-0.4356,0.5178,-0.5698,0.0394,-0.2891,-0.4798,0.3378,-0.0569,0.6455,0.0399,0.579,0.0866,0.3993,-0.6859,0.5358,-0.6659,-0.4825,-0.9613,-0.9252,-0.3823,0.4043,-0.5877,-0.7074,-0.5325,-0.0222,0.3333,-0.3962,0.4397,-0.5085,0.5734,-0.2567,0.0533,0.0257,0.387,-0.5298,-0.241,-0.5338,-0.8094,-0.1931,-0.9074,-0.0593,0.4548,-1.0123,-2.1679,-0.2399,0.0798,-0.4928,-0.2817,0.4255,-0.7926,0.1269,-0.2593,0.2605,0.0349,0.5756,-0.1521,0.0992,0.1817,0.6272,1.1137,0.7307,0.1121,0.5162,0.7288,-1.0187,-0.3357,-0.1604,0.0749,0.402,-0.4823,-0.3075,0.0893,-0.0117,0.0465,-0.2691,-0.4539,-0.6176,-0.6628,-0.5301,0.4588
ANAPC4,0.555,0.482,0.2023,-0.0721,0.7487,0.0833,0.6649,0.0063,0.8678,-0.5594,-0.6024,0.1414,-0.0963,0.5919,-0.4707,-0.1531,-0.4208,0.1071,-0.054000000000000006,0.4493,-0.8745,-0.1781,-0.1628,0.1224,-0.4328,-0.0372,-0.2755,-0.2911,0.5427,0.459,-0.58,-0.3308,0.5727,0.1569,-0.7654,0.2231,-0.077,-0.1591,0.3929,-0.1926,0.3058,0.403,-0.3749,-0.14,-0.721,0.1772,0.4212,0.0617,0.2636,0.2889,0.6802,0.3715,0.3316,1.0527,0.6879,0.868,0.7266,0.7157,-0.0799,0.6208,1.2527,0.5615,1.2143,-0.3675,-0.0702,1.1761,-0.3739,0.7368,-0.1762,-0.1358,0.0295,0.5005,-0.247,0.2131,0.8886,-0.6805,-1.3204,0.4122,0.3753,-0.9102,-0.0205,0.2898,-0.2331,0.0408,0.4027,-0.5922,1.04,-0.0857,-0.0828,-0.134,1.0367,-0.2858,-0.1709,-0.7033,0.1977,0.3127,-0.2513,0.1493,0.8803,-0.0504,-0.5801,0.1194,0.1109,0.2248,-0.2478,-0.0753,-0.5981,-0.726,-0.193,0.4875,0.3743,0.6601,-0.4528,0.2848,-0.0215,-0.0359,0.0387,-0.0472,-0.3064,-0.5188,-0.0047,0.2528,0.4382,0.9443,0.2735,-0.2187,0.2716,-0.2542,0.5776,0.6173,0.8566,0.6978,0.1106,-0.1291,0.2156,-0.2291,0.0992,-0.3711,-0.0298,-0.4438,0.1362,-0.1451,0.4267,0.0762,-0.4833,-0.6798,-0.3803,0.8797,-0.1822,0.3992,0.1335,0.6122,-0.3633,0.097,-0.1066,-0.0512,-0.0822,0.0993,-0.4018,-0.6951,-0.6226,-0.4902,0.0113,0.452,-0.5065,-0.76,0.245,-0.1439,0.0589,-0.6594,0.8639,-0.14,0.5555,-0.4253,1.5017,0.0859,0.7634,-0.1128,1.1417,-0.0763,0.9877,0.3472,0.3772,-0.3493,1.3722,0.3221,-0.0232,-0.1776,-0.1352,-0.4358,-0.065,0.5579,0.1208,0.0646,-0.1382,0.0323,-0.272,-0.2931,-0.5483,-0.09,-0.3031,-0.1673
ANG,-0.9568,2.845,-0.8490000000000001,1.367,-3.104,-0.1458,-0.312,4.541,-0.0978,0.7611,1.978,2.3203,-1.5251,-0.4423,-1.8902,0.5429,-2.6245,1.4197,1.2182,1.3487,-0.0898,4.5156,-1.6901,-0.1037,-1.2444,0.8236,-1.4169,0.8381,-2.5254,-0.7892,-1.0391,4.5622,-1.1807,1.7641,-0.1243,0.2008,5.9711,-0.0323,-1.5636,0.975,-1.1154,3.2037,0.042,1.7723,-1.4933,-0.8949,-1.469,0.1461,-1.1686,-0.2135,-1.3109,0.4453,0.5526,0.1866,-2.5557,-0.1614,-2.0245,1.0452,-0.7767,1.1128,-2.1639,1.0873,4.1372,2.2398,-2.7922,0.3545,-0.311,-1.3887,0.5681,-2.7586,-0.0003,0.3777,1.5426,2.2257,1.9511,-3.1793,1.7979,1.0017,1.5803,3.1045,4.1047,-2.4846,2.1701,-0.4121,-0.1232,-0.6925,0.4594,-1.5444,-1.5491,-1.4938,1.7486,-0.732,1.5012,-0.9112,-1.0341,-1.8092,-0.3901,-3.0478,-0.525,-1.0731,1.5792,-0.7516,3.9982,-0.1314,0.4446,-1.8288,-0.2476,-1.0908,-0.1111,-1.0429,1.4892,-1.4939,0.4228,-0.9339,2.6147,-2.794,-1.2399,-1.2124,2.3997,-0.6496,1.9835,-3.3655,-0.6517,0.0003,1.9818,-2.9384,-0.1226,-1.3506,1.6601,-0.0121,2.5457,-1.0972,0.103,-0.2869,2.4169,-3.0274,3.1456,3.4467,-3.0564,0.2163,0.0312,4.5481,3.1660000000000004,1.3316,0.7204,3.5938,2.469,-2.1667,1.7406,-0.7381,0.0667,-1.7668,0.8201,0.4145,5.8234,-0.9115,0.4685,1.2806,2.7988,-2.2436,-0.0499,-0.7301,4.3363,-1.3015,0.4062,-2.1415,0.2728,-2.695,0.0176,-0.6171,0.7869,-3.528,1.5489,2.7916,-0.4568,-1.6254,2.5047,-2.4348,2.019,2.2115,2.1837,-3.6825,1.5131,-3.0155,1.6183,-0.8122,3.5168,2.6174,3.0895,-0.3318,0.3296,-3.1372,-1.1527,0.046,0.8284,1.6392,-0.015,5.1488,-0.0338,2.8136,-1.6244,0.3089
ANGEL2,0.8299,-1.0156,1.212,-0.1732,1.0563,-0.9623,-0.2921,-0.6126,1.7191,-0.1588,-0.6928,-0.1174,-0.4054,-0.2981,-0.2347,0.2176,-1.2225,-0.3071,2.3801,-0.7120000000000001,1.7013,-0.0143,0.415,-0.5242,0.4422,-0.341,-0.2196,-1.0899,-0.9322,1.4495,1.0155,0.0247,1.0795,0.1532,0.2304,0.0607,-0.8708,-1.442,0.6319,-0.2226,-0.1476,0.084,-0.2766,0.6414,-0.0291,0.1172,0.2761,0.1975,-0.1706,-0.4186,0.9557,-0.8523,1.1988,-0.5018,-0.18,-0.5132,2.1457,-1.0547,-2.1996,-1.1812,-1.263,-1.4741,1.0784,-1.0379,-0.81,1.5746,-0.6974,-0.0878,-1.0163,0.1632,0.1455,0.1442,-0.9106,-1.1227,-0.4867,1.5485,-0.28,-0.5334,-0.375,-1.8099,-0.677,0.2398,1.2503,0.1209,-0.6736,0.1564,-0.8627,1.151,0.292,0.3092,1.4965,0.5714,0.7262,0.1767,0.9935,-1.1596,-0.6829999999999999,-0.7118,-0.2409,-0.1139,-0.7704,1.3754,-0.9508,0.6594,-0.5111,-0.3237,-0.5514,0.8048,-0.8312,1.6965,-0.9073,0.5879,-0.5284,0.228,0.0767,0.3064,0.3066,-0.4935,-0.0369,0.5858,-0.2892,1.0564,-0.993,1.0422,-0.0566,-1.2737,-0.0478,0.5213,-0.4309,0.17600000000000002,-0.4102,-0.5241,-0.7356,-1.2187,0.7956,0.0419,0.2212,-0.386,-0.3756,-0.0026,-0.4564,0.5842,-0.6269,-0.5821,0.3517,-1.2088,-0.0142,0.3391,0.3547,0.7232,0.2526,-0.3769,-0.8925,1.3147,-0.4783,0.129,-0.3522,2.5371,-0.7158,0.5104,-0.6436,-0.4088,-0.6099,0.1373,-0.7004,0.6302,-0.3075,0.4988,-0.4591,-0.3403,0.7158,-0.1161,-0.3137,1.6722,-0.7686,-0.0936,0.1484,1.6131,2.0594,0.649,-0.7556,-0.0508,-0.3656,-0.5911,-0.4242,-0.825,-1.6128,-1.2424,-0.6056,-0.2843,-1.1649,-0.9595,-0.9882,-1.3049,-0.4496,0.07200000000000001,0.3025,0.7083,-0.1591,-0.263,-1.2677,-0.0098
